,job_id,job_name,job_location,job_age,job_posting_description,job_salary_range,job_salary_estimate_type,company,company_total_rating,proportion_reviewers_recommend_company,company_individual_ratings,company_type_size_sector_industry_yearFounded
367,1008771117788,Deep Learning / Machine Learning Engineer (Recommendation Systems / Recommender),Singapore,20d,"Our client, an ecommerce social media tech firm is looking to hire experienced talents to be part of their journey

There are various teams that are hiring in the organisation - videos, geospatial, risk control and merchant recommendations

Role
Responsible for the research and development of personalized algorithms for e-commerce recommender system
Participate in the core systems and algorithms development including candidate recall, ranking, rerank and other core components of recommender system",SGD 6K - SGD 12K (Employer est.),(Employer est.),STELLAR LINK PARTNERS PTE. LTD.,,,,"[None, None, None, None, None]"
368,1008778747209,Machine Learning Engineer - Recommendation - Singapore,Singapore,16d,"Job Description & Requirements
TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 10K - SGD 20K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
369,1008796974527,Senior Machine Learning Developer (Finance Focus),Singapore,7d,"Our company is at the forefront of innovation in financial technology. Our mission is to develop an AI-driven platform that predicts market trends, empowering retail investors with the tools previously only accessible to professionals. We're looking for a talented Senior Machine Learning Developer with an interest in finance to join our growing team in our Singapore office.

Responsibilities:
Develop and Implement Machine Learning Models: Design, build, and implement predictive models to forecast market trends, enhancing our platform's capabilities.
Collaborate with Cross-Functional Teams: Engage closely with data engineers, quantitative researchers, and product managers to create data-driven trading strategies and algorithms.",SGD 7K - SGD 12K (Employer est.),(Employer est.),TECHNOLOGY SERVICES GROUP PTE. LTD.,3.2,63 %,"['Career Opportunities', '2.9', 'Comp & Benefits', '2.6', 'Culture & Values', '2.7', 'Senior Management', '2.4', 'Work/Life Balance', '3.1']","['Company - Private', '201 to 500 Employees', None, None, None]"
370,1008796019719,NLP Engineer (Machine Translation) - 2024 Start,Singapore,7d,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 7K - SGD 13K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
371,1008778747425,Machine Learning Engineer - Core Feed Recommendation - Singapore,Singapore,16d,"Job Description & Requirements
TikTok is the leading destination for short-form mobile video and our mission is to inspire creativity and bring joy. TikTok is one of the fastest growing apps in the world, and we’re looking for machine learning research scientists and engineers to join our TikTok Core Feed Recommendation team to support that growth and help us empower creators, connect people, and explore possibilities.

TikTok Core Feed Recommendation team sits in the center of TikTok, designs, implements and improves the core recommendation algorithm that powers the ""for you"" feed, ""following"" feed, etc. of the TikTok app. The recommendation system we built connects hundreds of millions of users with relevant content out of billions of videos in real-time, and inspires high-quality content creation for millions of creators on the platform.",SGD 10K - SGD 20K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
372,1008781817858,Machine Learning Engineer,Singapore,14d,"We are looking for a talented and experienced Machine Learning Engineer (MLE) to join our team. The ideal candidate will have a strong background in machine learning operations (MLOps) with focuses on Computer Vision and Natural Language Processing, and be passionate about applying these technologies to solve real-world problems in the FinTech industry. As an MLE, you are also responsible for the development of data-empowered capabilities for e-KYC services.
Responsibilities:
Preprocess structured and unstructured data
Design, develop, and deploy machine learning models for a variety of FinTech applications, including fraud detection, risk assessment, customer service chatbots, and image/video classification.
Knowledge of cloud services (AWS, GCP), build and maintain software features and functions, databases and applications using such cloud technologies.",SGD 6K - SGD 11K (Employer est.),(Employer est.),DWI CERMAT PTE. LTD.,,,,"[None, None, None, None, None]"
373,1008775952030,Machine Learning / Data Engineer,Singapore,17d,"We are looking for Machine Learning / Data Engineers who strive to find and implement effective solutions to constrained problems.

Location: Singapore
Job Type: On-site, Full-time

Duties
Carry out research and data processing to support the development of fintech applications.",SGD 7K - SGD 9K (Employer est.),(Employer est.),PARALLELCHAIN LAB PRIVATE LIMITED,2.6,N/A,[],"['Company - Private', '1 to 50 Employees', None, None, None]"
374,1008765446318,Data Modelling Scientist,Singapore,23d,"The Company
This is a newly created, Data Modelling Scientist role to build data architecture and model our asset management client.
The Responsibilities
You will establish data models by utilizing best practices to guarantee high data quality. You will implement best coding practices to ensure consistency of data models, translate business needs into data models and partner with teams to create data strategies, develop data flows and conceptual data models. You will preserve conceptual, logical and physical data models along with relevant metadata, execute reverse engineering of physical data models from databases and SQL scripts and evaluate variables with the data models and physical databases.",,,Robert Half3.8 ★,3.8,71 %,"['Career Opportunities', '3.7', 'Comp & Benefits', '3.5', 'Culture & Values', '3.6', 'Senior Management', '3.5', 'Work/Life Balance', '3.7']","['Company - Public', '10000+ Employees', 'Human Resources & Staffing', 'HR Consulting', '1948']"
375,1008401379235,"Assistant Director (Data Engineer), Applications of Teaching and Learning Analytics for Students",Singapore,30d+,"The NTU education strategy 2025 is leveraging learning analytics to improve teaching and learning. This data engineer position would be critical in ensuring that we are able to achieve our learning analytics strategies and milestones on time.
The role will report to Head of Applications of Teaching and Learning Analytics for Students (ATLAS@NTU) under the Institute for Pedagogical Innovation, Research & Excellence (InsPIRE) and dotted line to Centre for IT Services (CITS) - InfraComm Infrastructure. The incumbent is responsible for supporting the learning analytics efforts at the university. The candidate plays an instrumental role in building an educational data hub with Denodo and the implementation of a new platform to manage machine leaning models.
Key Responsibilities:
Propose effective ways to continuously enhance data quality, governance and performance of educational data hub and data science machine learning platform.
Deploy, fine-tune and maintain Learning Analytics models
Hiring Institution: NTU",,,Nanyang Technological University3.9 ★,3.9,69 %,"['Career Opportunities', '3.5', 'Comp & Benefits', '3.4', 'Culture & Values', '3.5', 'Senior Management', '3.4', 'Work/Life Balance', '3.8']","['College / University', '5001 to 10000 Employees', 'Education', 'Colleges & Universities', '1991']"
376,1008789541353,Machine Learning Engineer (Recommendation) - TikTok e-Commerce,Singapore,10d,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 10K - SGD 20K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
377,1008794627452,Machine Learning Engineer (Recommendation) - CapCut,Singapore,8d,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 10K - SGD 20K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
378,1008774972355,Machine Learning Engineer,Singapore,17d,"Job Description:

We are a well-established no-code app development platform, seeking a highly skilled and adaptable Senior AI Integration Specialist to enhance our platform's capabilities through seamless integration of AI technologies. As a key member of our experienced team, you will be responsible for designing and implementing the integration of various AI functionalities to cater to our users' specific needs.
Responsibilities:
Lead the integration of AI technologies into our no-code app development platform.
Collaborate closely with the development team to identify integration requirements and implement efficient solutions.",SGD 6K - SGD 9K (Employer est.),(Employer est.),ORANGEKLOUD PTE. LTD.,3.6,54 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '2.5', 'Culture & Values', '3.1', 'Senior Management', '3.1', 'Work/Life Balance', '3.1']","['Company - Private', '51 to 200 Employees', None, None, None]"
379,1008809287323,Machine Learning Engineer,Singapore,24h,"This Machine Learning/ Artificial Intelligence Engineer is to support Data Ecosystem project.

Requirement:
Hands on experience in building and deploying production-level data-driven applications and data processing workflows/ pipelines and/or implementing machine learning systems at scale in Python and deliver analytics involving all phases like data ingestion, feature engineering, modelling, tuning, evaluating, monitoring, and presenting.
Proven experience in developing and deploying machine learning solutions using SageMaker, Python, TensorFlow, PyTorch, Scikit-learn, or other frameworks and libraries.
Solid understanding of machine learning concepts, techniques, and best practices such as data preprocessing, feature engineering, model selection, hyperparameter tuning, validation, testing, challenger models, and MLOps.",SGD 7K - SGD 9K (Employer est.),(Employer est.),IOTALENTS PTE. LTD.4.4 ★,4.4,100 %,"['Career Opportunities', '4.0', 'Comp & Benefits', '3.0', 'Culture & Values', '4.0', 'Senior Management', '5.0', 'Work/Life Balance', '5.0']","['Company - Private', '1 to 50 Employees', 'Human Resources & Staffing', 'HR Consulting', None]"
380,1008794627557,Machine Learning Engineer - TikTok E-Commerce,Singapore,8d,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 10K - SGD 20K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
381,1008802011630,Machine Learning Cybersecurity Backend Application Developer,Singapore,3d,"MicroSec Singapore is looking for talented Backend Developers with a Machine learning background. Successful applicants will be responsible for further developing MicroSec’s IoT cyber-security products. They will follow agile scrum methodologies to establish needs from Product Owners, help with the self-organization of their development team, and guide junior team members. There will be a broad range of problems to solve, such as data visualization, cryptographic implementations, IoT communication, and machine learning.

PREREQUISITE
At least 4-5 years of experience in Python and relevant frameworks such as Django and Flask
At least 4 years of experience in development for Linux-based platforms
At least 2-3 years of experience in working on machine learning tools including Tensorflow, LSTM and other models",SGD 6K - SGD 9K (Employer est.),(Employer est.),MICROSEC PTE. LTD.4.7 ★,4.7,92 %,"['Career Opportunities', '4.6', 'Comp & Benefits', '4.0', 'Culture & Values', '4.9', 'Senior Management', '4.7', 'Work/Life Balance', '4.1']","['Company - Private', 'Unknown', None, None, None]"
382,1008804366827,Machine Learning Engineer,Singapore,2d,"Maltem Singapore is currently seeking a Machine Learning Engineer for our Wealth Management Client.

Summary :
The successful candidate will be supporting the Data Ecosystem project.

Knowledge, Skills and Experience :
Hands on experience in building and deploying Production-level Data-Driven applications and data processing workflows/pipelines and/or implementing machine learning systems at scale in Python and deliver analytics involving all phases like data ingestion, feature engineering, modelling, tuning, evaluating, monitoring, and presenting.",SGD 7K - SGD 10K (Employer est.),(Employer est.),MALTEM ASIA PTE. LTD.3.2 ★,3.2,62 %,"['Career Opportunities', '3.2', 'Comp & Benefits', '3.1', 'Culture & Values', '3.1', 'Senior Management', '2.9', 'Work/Life Balance', '3.6']","['Company - Private', '1001 to 5000 Employees', 'Management & Consulting', 'Business Consulting', '2001']"
383,1008809277170,Technology Specialist – Machine Learning,Singapore,24h,"As a Technology Specialist specializing in Machine Learning (ML), you will be a technical solution expert within our worldwide Artificial Intelligence (AI) commercial solution area organization working with strategic customers on establishing their AI Strategy. Specifically, you will lead strategic technical customer engagements that will require you to deliver architectural design sessions, pilots for ML Platforms, Proof of concept (PoC) ML model development, developing custom foundational models, and advising on best-practices for Enterprise Machine Learning systems. You’ll create Generative AI-powered applications that are enhanced by the broader AI portfolio, with the goal of demonstrating the value of a business use case for your customers. You will collaborate with a virtual team of technical, partner and consulting resources to advance the decision process and increase the adoption of the Azure and AI services, specifically Machine Learning and AI Infrastructure, within your customer accounts. You will work within your team as a subject matter expert to help customers derive value through AI.
This role sits in our Global Black Belt (GBB) organization, which is a team of highly specialized and technical professionals within our Microsoft Customer & Partner Solutions organization (MCAPS) who work with customers to enable some of the most complex and innovative solutions, providing differentiated technical leadership and guidance along the way. The AI team within the GBB organization consists of Specialist and Technology experts, who focus on specific domains, industries, and workloads, such as Azure OpenAI Service, Azure AI Services, Application Development and Machine Learning.",SGD 12K - SGD 15K (Employer est.),(Employer est.),MICROSOFT OPERATIONS PTE LTD4.3 ★,4.3,86 %,"['Career Opportunities', '4.1', 'Comp & Benefits', '4.1', 'Culture & Values', '4.3', 'Senior Management', '3.9', 'Work/Life Balance', '4.1']","['Company - Public', '10000+ Employees', 'Information Technology', 'Computer Hardware Development', '1975']"
384,1008803227193,Data Scientist,Singapore,3d,"CDG is increasingly using more and more data in the everyday operations. A data scientist interprets the raw data and extracts valuable meaning out of it. They then use this information to find patterns and develop solutions that company needs to grow and compete.

Job Responsibilities
Undertake preprocessing of structured and unstructured data.
Analyze large amounts of data to discover trends and patterns.
Build predictive models and machine-learning algorithms.
Apply expertise in data science, statistical analysis, data mining and the visualization of data to derive insights that value-add to business decision making.",SGD 5K - SGD 11K (Employer est.),(Employer est.),CDG ZIG PTE. LTD.,,,,"['Company - Public', 'Unknown', None, None, None]"
385,1008809298242,Machine Learning Engineer/ MLOps engineer,Singapore,24h,"As an MLOps Engineer, the candidate will be responsible for building and maintaining scalable, reliable, and secure machine learning pipelines that can be deployed in production environments. He or she will work closely with Data Scientists, Data Engineers, Software Engineers and DevOps teams to ensure that machine learning models are integrated seamlessly into production environments.

Building and maintaining infrastructure : The candidate will work with DevOps teams to design and build infrastructure that can support machine learning workloads and integrate with CI/CD pipelines.
Automating processes : The candidate will automate processes to improve efficiency and reduce errors. Automation of automation will be involved in these automating processes. The candidate will be creating automated processes for future Data Scientists to self-help and onboard future pipelines seamlessly.",SGD 7K - SGD 9K (Employer est.),(Employer est.),IOTALENTS PTE. LTD.4.4 ★,4.4,100 %,"['Career Opportunities', '4.0', 'Comp & Benefits', '3.0', 'Culture & Values', '4.0', 'Senior Management', '5.0', 'Work/Life Balance', '5.0']","['Company - Private', '1 to 50 Employees', 'Human Resources & Staffing', 'HR Consulting', None]"
386,1008793567797,Machine Learning Engineer,Singapore,8d,"Job Description

Data Analysis & Interpretation - Gather, analyze and model client data (customers, financials, operational, organizational, access channel), key performance indicators, and/or market data (competitors, products, suppliers), using a broad set of analytical tools and techniques to develop quantitative and qualitative business insights and improve decision-making.

Saghana Sithara | Registration Number: R1550224",SGD 7K - SGD 11K (Employer est.),(Employer est.),ADECCO PERSONNEL PTE LTD3.7 ★,3.7,69 %,"['Career Opportunities', '3.4', 'Comp & Benefits', '3.3', 'Culture & Values', '3.5', 'Senior Management', '3.3', 'Work/Life Balance', '3.4']","['Company - Public', '201 to 500 Employees', 'Human Resources & Staffing', 'Staffing & Subcontracting', '1996']"
387,1008741314475,Research Fellow (Machine Learning/Image Processing),Singapore,30d+,"We welcome applications for a Research Fellow position in AI/Machine Learning at the School of Mechanical and Aerospace Engineering (MAE), NTU, Singapore. The appointment is full-time and is funded for 2 years. The selected candidate will join a vibrant and dynamic research group, equipped with state-of-the-art facilities.
Key Responsibilities:
Lead the development of a vision-based object detection/tracking module for applications in Space Situational Awareness.
Involve image processing/enhancement, learning-based algorithm design, and experimental validation.
Job Requirements:
A PhD Degree in Computer Science, Aerospace Engineering, Mechanical Engineering, etc.
Strong background in deep learning, machine learning, and/or image processing.
Hiring Institution: NTU",,,Nanyang Technological University3.9 ★,3.9,69 %,"['Career Opportunities', '3.5', 'Comp & Benefits', '3.4', 'Culture & Values', '3.5', 'Senior Management', '3.4', 'Work/Life Balance', '3.8']","['College / University', '5001 to 10000 Employees', 'Education', 'Colleges & Universities', '1991']"
388,1008787764056,"Backend Engineer (Machine Learning Systems), Inference Service - 2024 Start",Singapore,10d,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa.

TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.",SGD 7K - SGD 13K (Employer est.),(Employer est.),TIKTOK PTE. LTD.3.5 ★,3.5,59 %,"['Career Opportunities', '3.3', 'Comp & Benefits', '3.5', 'Culture & Values', '3.3', 'Senior Management', '3.0', 'Work/Life Balance', '3.0']","['Company - Private', '1001 to 5000 Employees', 'Information Technology', 'Internet & Web Services', '2016']"
